id,observed_on,latitude,longitude,scientific_name,common_name
21602330,2019,36.44154784,-80.59815148,Pyrus calleryana,Callery pear
21752957,2019,35.31732143,-79.02555347,Pyrus calleryana,Callery pear
21782625,2019,35.76127544,-78.77285712,Pyrus calleryana,Callery pear
21783208,2019,35.75400505,-78.76720139,Pyrus calleryana,Callery pear
21793800,2019,35.62096124,-82.312565,Pyrus calleryana,Callery pear
21914136,2019,35.50542378,-82.41816348,Pyrus calleryana,Callery pear
21916431,2019,36.07244167,-79.81230333,Pyrus calleryana,Callery pear
22001470,2019,36.07239167,-79.81230333,Pyrus calleryana,Callery pear
22022457,2019,34.7391657,-79.4892024,Pyrus calleryana,Callery pear
22022458,2019,34.7391657,-79.4892024,Pyrus calleryana,Callery pear
22034260,2019,34.7391657,-79.4892024,Pyrus calleryana,Callery pear
22034274,2019,34.7391657,-79.4892024,Pyrus calleryana,Callery pear
22293506,2019,35.76815642,-78.67791394,Pyrus calleryana,Callery pear
22332647,2019,35.40115936,-80.11679839,Pyrus calleryana,Callery pear
22337051,2019,35.63680276,-80.35001221,Pyrus calleryana,Callery pear
22414233,2019,35.9140196,-81.5389849,Pyrus calleryana,Callery pear
22494926,2019,34.92241287,-80.61412811,Pyrus calleryana,Callery pear
22635519,2019,35.38012833,-78.31968,Pyrus calleryana,Callery pear
23040573,2019,35.87049167,-78.73017833,Pyrus calleryana,Callery pear
23202619,2019,35.79297638,-78.49327087,Pyrus calleryana,Callery pear
23203041,2019,35.79297638,-78.49327087,Pyrus calleryana,Callery pear
23237551,2019,35.21628867,-82.61083779,Pyrus calleryana,Callery pear
23516739,2019,35.75440333,-78.72547167,Pyrus calleryana,Callery pear
23715139,2019,35.56558667,-78.89211333,Pyrus calleryana,Callery pear
23743236,2019,35.56311167,-78.88948833,Pyrus calleryana,Callery pear
23749728,2019,35.80988682,-78.71844959,Pyrus calleryana,Callery pear
23817063,2019,35.7725054,-78.5428389,Pyrus calleryana,Callery pear
23834588,2019,35.90804279,-78.75164989,Pyrus calleryana,Callery pear
23834603,2019,35.81123309,-78.75349272,Pyrus calleryana,Callery pear
23906653,2019,35.34996458,-80.49383132,Pyrus calleryana,Callery pear
23914901,2019,35.81474686,-78.70826721,Pyrus calleryana,Callery pear
24003955,2019,35.41209526,-80.56562364,Pyrus calleryana,Callery pear
24079736,2019,35.80424172,-81.42405106,Pyrus calleryana,Callery pear
24233480,2019,35.69480983,-79.67803753,Pyrus calleryana,Callery pear
24234669,2019,35.76913333,-78.54154167,Pyrus calleryana,Callery pear
24234698,2019,35.76821944,-78.54190556,Pyrus calleryana,Callery pear
24303278,2019,35.36793564,-82.57410161,Pyrus calleryana,Callery pear
24317869,2019,35.77833287,-78.62294591,Pyrus calleryana,Callery pear
24322705,2019,35.77080278,-78.54066667,Pyrus calleryana,Callery pear
24695368,2019,35.25813777,-76.85660267,Pyrus calleryana,Callery pear
25409935,2019,36.00054917,-82.16192954,Pyrus calleryana,Callery pear
25412010,2019,35.30343815,-83.20574773,Pyrus calleryana,Callery pear
25756230,2019,36.56896935,-81.15140739,Pyrus calleryana,Callery pear
26256189,2019,35.80534534,-78.71118979,Pyrus calleryana,Callery pear
26338764,2019,35.85966333,-78.58210833,Pyrus calleryana,Callery pear
26561028,2019,35.18358887,-77.94132377,Pyrus calleryana,Callery pear
27346850,2019,35.44755334,-80.88919363,Pyrus calleryana,Callery pear
27514181,2019,35.93077874,-79.04187432,Pyrus calleryana,Callery pear
28820878,2019,35.33507705,-78.60594631,Pyrus calleryana,Callery pear
29529913,2019,35.81533051,-78.7492981,Pyrus calleryana,Callery pear
30003981,2019,35.37036526,-78.99348799,Pyrus calleryana,Callery pear
30236764,2019,35.59792238,-78.80476274,Pyrus calleryana,Callery pear
30441061,2019,35.96612167,-78.27618333,Pyrus calleryana,Callery pear
30535688,2019,35.10234581,-80.84298142,Pyrus calleryana,Callery pear
30747037,2019,35.33077531,-80.9972242,Pyrus calleryana,Callery pear
31245017,2019,35.1572625,-78.9739679,Pyrus calleryana,Callery pear
32356685,2019,35.7735628,-78.57230131,Pyrus calleryana,Callery pear
33034738,2019,35.40708542,-80.87010193,Pyrus calleryana,Callery pear
